
> asksaud-frontend@1.0.0 dev
> vite


  VITE v5.4.21  ready in 717 ms
6:38:33 PM [vite] page reload dist_verify4/notebooks/house-price-notebook.html
6:38:33 PM [vite] page reload dist_verify4/notebooks/movie-recommender-notebook.html
6:38:33 PM [vite] page reload dist_verify4/notebooks/msmarco-rag-scale-notebook.html
6:38:33 PM [vite] page reload dist_verify4/notebooks/movie-recommender-notebook.html
6:38:33 PM [vite] page reload dist_verify4/notebooks/sales-forecasting-notebook.html
6:38:33 PM [vite] page reload dist_verify4/notebooks/msmarco-rag-scale-notebook.html
6:38:33 PM [vite] page reload dist_verify4/notebooks/sales-forecasting-notebook.html
6:38:33 PM [vite] page reload dist_verify4/notebooks/sales-forecasting-notebook.html
6:38:33 PM [vite] page reload dist_verify4/notebooks/sentiment-notebook.html
6:38:33 PM [vite] page reload dist_verify4/notebooks/speech-commands-notebook.html
6:38:33 PM [vite] page reload dist_verify4/notebooks/sentiment-notebook.html
6:38:33 PM [vite] page reload dist_verify4/notebooks/speech-commands-notebook.html
6:38:33 PM [vite] page reload dist_verify4/notebooks/speech-commands-notebook.html
6:38:33 PM [vite] page reload dist_verify4/notebooks/speech-commands-notebook.html
6:39:37 PM [vite] page reload dist_verify5/notebooks/anomaly-detection-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/anomaly-detection-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/churn-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/churn-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/comparative-rag-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/contextual-compression-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/comparative-rag-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/credit-fraud-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/contextual-compression-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/deep-scrape-agent-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/credit-fraud-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/diffusion-vs-gan-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/deep-scrape-agent-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/diffusion-vs-gan-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/finetune-lora-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/heart-disease-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/finetune-lora-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/heart-disease-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/house-price-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/movie-recommender-notebook.html
6:39:38 PM [vite] page reload dist_verify5/notebooks/house-price-notebook.html
6:39:39 PM [vite] page reload dist_verify5/notebooks/msmarco-rag-scale-notebook.html
6:39:39 PM [vite] page reload dist_verify5/notebooks/movie-recommender-notebook.html
6:39:39 PM [vite] page reload dist_verify5/notebooks/msmarco-rag-scale-notebook.html
6:39:39 PM [vite] page reload dist_verify5/notebooks/sales-forecasting-notebook.html
6:39:39 PM [vite] page reload dist_verify5/notebooks/sentiment-notebook.html
6:39:39 PM [vite] page reload dist_verify5/notebooks/sales-forecasting-notebook.html
6:39:39 PM [vite] page reload dist_verify5/notebooks/speech-commands-notebook.html
6:39:39 PM [vite] page reload dist_verify5/notebooks/sentiment-notebook.html
6:39:39 PM [vite] page reload dist_verify5/notebooks/speech-commands-notebook.html
6:39:43 PM [vite] page reload dist_verify5/index.html
11:34:51 PM [vite] hmr update /src/components/ChatWidget.jsx, /src/index.css
11:35:06 PM [vite] hmr update /src/components/ChatWidget.jsx, /src/index.css
11:35:13 PM [vite] hmr update /src/components/ChatWidget.jsx, /src/index.css
11:35:26 PM [vite] hmr update /src/components/ChatWidget.jsx, /src/index.css
11:35:54 PM [vite] page reload dist_verify_voice1/notebooks/anomaly-detection-notebook.html
11:35:54 PM [vite] page reload dist_verify_voice1/notebooks/churn-notebook.html
11:35:54 PM [vite] page reload dist_verify_voice1/notebooks/churn-notebook.html
11:35:54 PM [vite] page reload dist_verify_voice1/notebooks/comparative-rag-notebook.html
11:35:54 PM [vite] page reload dist_verify_voice1/notebooks/comparative-rag-notebook.html
11:35:54 PM [vite] page reload dist_verify_voice1/notebooks/comparative-rag-notebook.html
11:35:54 PM [vite] page reload dist_verify_voice1/notebooks/contextual-compression-notebook.html
11:35:54 PM [vite] page reload dist_verify_voice1/notebooks/credit-fraud-notebook.html
11:35:54 PM [vite] page reload dist_verify_voice1/notebooks/contextual-compression-notebook.html
11:35:54 PM [vite] page reload dist_verify_voice1/notebooks/credit-fraud-notebook.html
11:35:54 PM [vite] page reload dist_verify_voice1/notebooks/deep-scrape-agent-notebook.html
11:35:54 PM [vite] page reload dist_verify_voice1/notebooks/deep-scrape-agent-notebook.html
11:35:54 PM [vite] page reload dist_verify_voice1/notebooks/deep-scrape-agent-notebook.html
11:35:54 PM [vite] page reload dist_verify_voice1/notebooks/diffusion-vs-gan-notebook.html
11:35:55 PM [vite] page reload dist_verify_voice1/notebooks/finetune-lora-notebook.html
11:35:55 PM [vite] page reload dist_verify_voice1/notebooks/diffusion-vs-gan-notebook.html
11:35:55 PM [vite] page reload dist_verify_voice1/notebooks/heart-disease-notebook.html
11:35:55 PM [vite] page reload dist_verify_voice1/notebooks/finetune-lora-notebook.html
11:35:55 PM [vite] page reload dist_verify_voice1/notebooks/heart-disease-notebook.html
11:35:55 PM [vite] page reload dist_verify_voice1/notebooks/house-price-notebook.html
11:35:55 PM [vite] page reload dist_verify_voice1/notebooks/movie-recommender-notebook.html
11:35:55 PM [vite] page reload dist_verify_voice1/notebooks/msmarco-rag-scale-notebook.html
11:35:55 PM [vite] page reload dist_verify_voice1/notebooks/movie-recommender-notebook.html
11:35:55 PM [vite] page reload dist_verify_voice1/notebooks/msmarco-rag-scale-notebook.html
11:35:55 PM [vite] page reload dist_verify_voice1/notebooks/sales-forecasting-notebook.html
11:35:55 PM [vite] page reload dist_verify_voice1/notebooks/sentiment-notebook.html
11:35:55 PM [vite] page reload dist_verify_voice1/notebooks/sales-forecasting-notebook.html
11:35:55 PM [vite] page reload dist_verify_voice1/notebooks/sentiment-notebook.html
11:35:55 PM [vite] page reload dist_verify_voice1/notebooks/speech-commands-notebook.html
11:35:55 PM [vite] page reload dist_verify_voice1/notebooks/speech-commands-notebook.html
11:35:59 PM [vite] page reload dist_verify_voice1/index.html
11:35:59 PM [vite] page reload dist_verify_voice1/index.html
11:48:33 PM [vite] hmr update /src/components/ChatWidget.jsx, /src/index.css
11:48:43 PM [vite] hmr update /src/components/ChatWidget.jsx, /src/index.css
11:48:56 PM [vite] hmr update /src/components/ChatWidget.jsx, /src/index.css
11:49:03 PM [vite] hmr update /src/components/ChatWidget.jsx, /src/index.css
11:49:16 PM [vite] hmr update /src/components/ChatWidget.jsx, /src/index.css
11:49:21 PM [vite] hmr update /src/components/ChatWidget.jsx, /src/index.css
11:49:49 PM [vite] page reload dist_verify_voice2/notebooks/anomaly-detection-notebook.html
11:49:49 PM [vite] page reload dist_verify_voice2/notebooks/anomaly-detection-notebook.html
11:49:49 PM [vite] page reload dist_verify_voice2/notebooks/churn-notebook.html
11:49:49 PM [vite] page reload dist_verify_voice2/notebooks/comparative-rag-notebook.html
11:49:49 PM [vite] page reload dist_verify_voice2/notebooks/churn-notebook.html
11:49:49 PM [vite] page reload dist_verify_voice2/notebooks/comparative-rag-notebook.html
11:49:49 PM [vite] page reload dist_verify_voice2/notebooks/comparative-rag-notebook.html
11:49:49 PM [vite] page reload dist_verify_voice2/notebooks/contextual-compression-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/credit-fraud-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/contextual-compression-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/credit-fraud-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/deep-scrape-agent-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/deep-scrape-agent-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/diffusion-vs-gan-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/deep-scrape-agent-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/diffusion-vs-gan-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/finetune-lora-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/diffusion-vs-gan-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/finetune-lora-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/heart-disease-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/heart-disease-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/house-price-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/house-price-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/movie-recommender-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/msmarco-rag-scale-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/sales-forecasting-notebook.html
11:49:50 PM [vite] page reload dist_verify_voice2/notebooks/msmarco-rag-scale-notebook.html
11:49:51 PM [vite] page reload dist_verify_voice2/notebooks/sales-forecasting-notebook.html
11:49:51 PM [vite] page reload dist_verify_voice2/notebooks/sentiment-notebook.html
11:49:51 PM [vite] page reload dist_verify_voice2/notebooks/speech-commands-notebook.html
11:49:51 PM [vite] page reload dist_verify_voice2/notebooks/sentiment-notebook.html
11:49:51 PM [vite] page reload dist_verify_voice2/notebooks/speech-commands-notebook.html
11:49:54 PM [vite] page reload dist_verify_voice2/index.html
12:01:07 AM [vite] hmr update /src/components/VoiceMode.jsx, /src/index.css
12:01:37 AM [vite] page reload dv3/notebooks/anomaly-detection-notebook.html
12:01:37 AM [vite] page reload dv3/notebooks/anomaly-detection-notebook.html
12:01:37 AM [vite] page reload dv3/notebooks/churn-notebook.html
12:01:37 AM [vite] page reload dv3/notebooks/comparative-rag-notebook.html
12:01:37 AM [vite] page reload dv3/notebooks/churn-notebook.html
12:01:37 AM [vite] page reload dv3/notebooks/comparative-rag-notebook.html
12:01:37 AM [vite] page reload dv3/notebooks/contextual-compression-notebook.html
12:01:37 AM [vite] page reload dv3/notebooks/contextual-compression-notebook.html
12:01:37 AM [vite] page reload dv3/notebooks/credit-fraud-notebook.html
12:01:37 AM [vite] page reload dv3/notebooks/deep-scrape-agent-notebook.html
12:01:37 AM [vite] page reload dv3/notebooks/credit-fraud-notebook.html
12:01:37 AM [vite] page reload dv3/notebooks/deep-scrape-agent-notebook.html
12:01:37 AM [vite] page reload dv3/notebooks/deep-scrape-agent-notebook.html
12:01:37 AM [vite] page reload dv3/notebooks/diffusion-vs-gan-notebook.html
12:01:37 AM [vite] page reload dv3/notebooks/finetune-lora-notebook.html
12:01:37 AM [vite] page reload dv3/notebooks/diffusion-vs-gan-notebook.html
12:01:37 AM [vite] page reload dv3/notebooks/finetune-lora-notebook.html
12:01:37 AM [vite] page reload dv3/notebooks/house-price-notebook.html
12:01:37 AM [vite] page reload dv3/notebooks/heart-disease-notebook.html
12:01:38 AM [vite] page reload dv3/notebooks/movie-recommender-notebook.html
12:01:38 AM [vite] page reload dv3/notebooks/house-price-notebook.html
12:01:38 AM [vite] page reload dv3/notebooks/movie-recommender-notebook.html
12:01:38 AM [vite] page reload dv3/notebooks/msmarco-rag-scale-notebook.html
12:01:38 AM [vite] page reload dv3/notebooks/sales-forecasting-notebook.html
12:01:38 AM [vite] page reload dv3/notebooks/sentiment-notebook.html
12:01:38 AM [vite] page reload dv3/notebooks/sales-forecasting-notebook.html
12:01:38 AM [vite] page reload dv3/notebooks/speech-commands-notebook.html
12:01:38 AM [vite] page reload dv3/notebooks/sentiment-notebook.html
12:01:38 AM [vite] page reload dv3/notebooks/speech-commands-notebook.html
12:01:41 AM [vite] page reload dv3/index.html
12:01:41 AM [vite] page reload dv3/index.html
12:10:36 AM [vite] hmr update /src/components/VoiceMode.jsx, /src/index.css
12:10:42 AM [vite] hmr update /src/components/VoiceMode.jsx, /src/index.css
12:10:48 AM [vite] hmr update /src/components/VoiceMode.jsx, /src/index.css
12:11:59 AM [vite] page reload dv5/notebooks/anomaly-detection-notebook.html
12:11:59 AM [vite] page reload dv5/notebooks/churn-notebook.html
12:11:59 AM [vite] page reload dv5/notebooks/comparative-rag-notebook.html
12:11:59 AM [vite] page reload dv5/notebooks/contextual-compression-notebook.html
12:11:59 AM [vite] page reload dv5/notebooks/comparative-rag-notebook.html
12:11:59 AM [vite] page reload dv5/notebooks/contextual-compression-notebook.html
12:11:59 AM [vite] page reload dv5/notebooks/credit-fraud-notebook.html
12:11:59 AM [vite] page reload dv5/notebooks/credit-fraud-notebook.html
12:11:59 AM [vite] page reload dv5/notebooks/deep-scrape-agent-notebook.html
12:11:59 AM [vite] page reload dv5/notebooks/diffusion-vs-gan-notebook.html
12:11:59 AM [vite] page reload dv5/notebooks/finetune-lora-notebook.html
12:11:59 AM [vite] page reload dv5/notebooks/heart-disease-notebook.html
12:11:59 AM [vite] page reload dv5/notebooks/diffusion-vs-gan-notebook.html
12:12:00 AM [vite] page reload dv5/notebooks/heart-disease-notebook.html
12:12:00 AM [vite] page reload dv5/notebooks/house-price-notebook.html
12:12:00 AM [vite] page reload dv5/notebooks/house-price-notebook.html
12:12:00 AM [vite] page reload dv5/notebooks/movie-recommender-notebook.html
12:12:00 AM [vite] page reload dv5/notebooks/msmarco-rag-scale-notebook.html
12:12:00 AM [vite] page reload dv5/notebooks/sales-forecasting-notebook.html
12:12:00 AM [vite] page reload dv5/notebooks/msmarco-rag-scale-notebook.html
12:12:00 AM [vite] page reload dv5/notebooks/sales-forecasting-notebook.html
12:12:00 AM [vite] page reload dv5/notebooks/sentiment-notebook.html
12:12:00 AM [vite] page reload dv5/notebooks/speech-commands-notebook.html
12:12:00 AM [vite] page reload dv5/notebooks/sentiment-notebook.html
12:12:00 AM [vite] page reload dv5/notebooks/speech-commands-notebook.html
12:12:03 AM [vite] page reload dv5/index.html
12:14:12 AM [vite] hmr update /src/components/VoiceMode.jsx, /src/index.css
12:14:18 AM [vite] hmr update /src/components/VoiceMode.jsx, /src/index.css
12:14:49 AM [vite] hmr update /src/components/VoiceMode.jsx, /src/index.css
12:14:58 AM [vite] hmr update /src/components/VoiceMode.jsx, /src/index.css
12:15:02 AM [vite] hmr update /src/components/VoiceMode.jsx, /src/index.css
12:15:06 AM [vite] hmr update /src/components/VoiceMode.jsx, /src/index.css
12:15:12 AM [vite] hmr update /src/components/VoiceMode.jsx, /src/index.css
12:15:44 AM [vite] page reload dv6/notebooks/anomaly-detection-notebook.html
12:15:44 AM [vite] page reload dv6/notebooks/churn-notebook.html
12:15:44 AM [vite] page reload dv6/notebooks/churn-notebook.html
12:15:44 AM [vite] page reload dv6/notebooks/comparative-rag-notebook.html
12:15:44 AM [vite] page reload dv6/notebooks/comparative-rag-notebook.html
12:15:44 AM [vite] page reload dv6/notebooks/comparative-rag-notebook.html
12:15:44 AM [vite] page reload dv6/notebooks/contextual-compression-notebook.html
12:15:44 AM [vite] page reload dv6/notebooks/credit-fraud-notebook.html
12:15:44 AM [vite] page reload dv6/notebooks/contextual-compression-notebook.html
12:15:44 AM [vite] page reload dv6/notebooks/credit-fraud-notebook.html
12:15:44 AM [vite] page reload dv6/notebooks/deep-scrape-agent-notebook.html
12:15:44 AM [vite] page reload dv6/notebooks/credit-fraud-notebook.html
12:15:44 AM [vite] page reload dv6/notebooks/deep-scrape-agent-notebook.html
12:15:44 AM [vite] page reload dv6/notebooks/diffusion-vs-gan-notebook.html
12:15:44 AM [vite] page reload dv6/notebooks/diffusion-vs-gan-notebook.html
12:15:45 AM [vite] page reload dv6/notebooks/diffusion-vs-gan-notebook.html
12:15:45 AM [vite] page reload dv6/notebooks/finetune-lora-notebook.html
12:15:45 AM [vite] page reload dv6/notebooks/heart-disease-notebook.html
12:15:45 AM [vite] page reload dv6/notebooks/finetune-lora-notebook.html
12:15:45 AM [vite] page reload dv6/notebooks/heart-disease-notebook.html
12:15:45 AM [vite] page reload dv6/notebooks/house-price-notebook.html
12:15:45 AM [vite] page reload dv6/notebooks/movie-recommender-notebook.html
12:15:45 AM [vite] page reload dv6/notebooks/movie-recommender-notebook.html
12:15:45 AM [vite] page reload dv6/notebooks/msmarco-rag-scale-notebook.html
12:15:45 AM [vite] page reload dv6/notebooks/msmarco-rag-scale-notebook.html
12:15:45 AM [vite] page reload dv6/notebooks/sales-forecasting-notebook.html
12:15:45 AM [vite] page reload dv6/notebooks/sentiment-notebook.html
12:15:45 AM [vite] page reload dv6/notebooks/sales-forecasting-notebook.html
12:15:45 AM [vite] page reload dv6/notebooks/sentiment-notebook.html
12:15:45 AM [vite] page reload dv6/notebooks/speech-commands-notebook.html
12:15:49 AM [vite] page reload dv6/index.html
12:15:49 AM [vite] page reload dv6/index.html
12:25:50 AM [vite] hmr update /src/components/ChatWidget.jsx, /src/index.css
12:25:54 AM [vite] hmr update /src/components/ChatWidget.jsx, /src/index.css
12:26:33 AM [vite] page reload dv7/notebooks/anomaly-detection-notebook.html
12:26:33 AM [vite] page reload dv7/notebooks/anomaly-detection-notebook.html
12:26:33 AM [vite] page reload dv7/notebooks/churn-notebook.html
12:26:33 AM [vite] page reload dv7/notebooks/comparative-rag-notebook.html
12:26:33 AM [vite] page reload dv7/notebooks/churn-notebook.html
12:26:33 AM [vite] page reload dv7/notebooks/comparative-rag-notebook.html
12:26:33 AM [vite] page reload dv7/notebooks/contextual-compression-notebook.html
12:26:33 AM [vite] page reload dv7/notebooks/credit-fraud-notebook.html
12:26:33 AM [vite] page reload dv7/notebooks/contextual-compression-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/credit-fraud-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/deep-scrape-agent-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/deep-scrape-agent-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/diffusion-vs-gan-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/finetune-lora-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/heart-disease-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/diffusion-vs-gan-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/house-price-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/heart-disease-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/house-price-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/movie-recommender-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/msmarco-rag-scale-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/sales-forecasting-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/msmarco-rag-scale-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/sales-forecasting-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/sentiment-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/sentiment-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/speech-commands-notebook.html
12:26:34 AM [vite] page reload dv7/notebooks/speech-commands-notebook.html
12:26:38 AM [vite] page reload dv7/index.html
12:35:24 AM [vite] hmr update /src/pages/CaseStudyDetail.jsx, /src/index.css
12:35:35 AM [vite] hmr update /src/pages/CaseStudyDetail.jsx, /src/index.css
12:36:19 AM [vite] hmr update /src/index.css, /src/pages/CategoryPage.jsx, /src/pages/CaseStudyDetail.jsx, /src/components/Projects.jsx
12:36:48 AM [vite] page reload dv8/notebooks/anomaly-detection-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/anomaly-detection-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/churn-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/comparative-rag-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/churn-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/contextual-compression-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/comparative-rag-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/contextual-compression-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/credit-fraud-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/credit-fraud-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/deep-scrape-agent-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/deep-scrape-agent-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/diffusion-vs-gan-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/finetune-lora-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/heart-disease-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/diffusion-vs-gan-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/heart-disease-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/house-price-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/house-price-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/movie-recommender-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/msmarco-rag-scale-notebook.html
12:36:49 AM [vite] page reload dv8/notebooks/house-price-notebook.html
12:36:50 AM [vite] page reload dv8/notebooks/sales-forecasting-notebook.html
12:36:50 AM [vite] page reload dv8/notebooks/msmarco-rag-scale-notebook.html
12:36:50 AM [vite] page reload dv8/notebooks/sentiment-notebook.html
12:36:50 AM [vite] page reload dv8/notebooks/sales-forecasting-notebook.html
12:36:50 AM [vite] page reload dv8/notebooks/sentiment-notebook.html
12:36:50 AM [vite] page reload dv8/notebooks/speech-commands-notebook.html
12:36:50 AM [vite] page reload dv8/notebooks/speech-commands-notebook.html
12:36:53 AM [vite] page reload dv8/index.html
12:37:31 AM [vite] hmr update /src/components/demos/VoiceAgentFlow.jsx, /src/index.css
12:37:38 AM [vite] hmr update /src/components/demos/VoiceAgentFlow.jsx, /src/index.css
12:37:46 AM [vite] hmr update /src/components/demos/VoiceAgentFlow.jsx, /src/index.css
12:37:53 AM [vite] hmr update /src/components/demos/VoiceAgentFlow.jsx, /src/index.css
12:38:15 AM [vite] page reload dv9/notebooks/anomaly-detection-notebook.html
12:38:15 AM [vite] page reload dv9/notebooks/anomaly-detection-notebook.html
12:38:15 AM [vite] page reload dv9/notebooks/churn-notebook.html
12:38:15 AM [vite] page reload dv9/notebooks/comparative-rag-notebook.html
